Q14_1,Q14_2,Q14_3,Q14_4,Q15_1,Q15_10,Q15_2,Q15_3,Q15_4,Q15_5,Q15_6,Q15_7,Q15_8,Q15_9,Q16,Q2,Q6_1,Q6_2,Q6_3,Q6_4,Q7_1,Q7_10,Q7_2,Q7_3,Q7_4,Q7_5,Q7_6,Q7_7,Q7_8,Q7_9,Q8,Q27,age_tab,asian,black,LA,natam,other,white,region,region_coarse,RZIP,RZIP4,SD,SEX,URBANICITY,w1,AD,AGE,CD,CNTY,CompletionDate,F12,F13,F14,F15,F16,F17,F18,F19,F20,ID,lang,latlang,likely,party_reg,Q20_1,Q20_2,Q20_3,Q20_4,Q20_5,Q21,Q22,Q23,Q24_1,Q24_2,Q24_3,Q24_4,Q24_5,Q24_6,Q24_7,Q25,Q26,Q48_6,Q29_argentina,Q29_bolivia,Q29_chile,Q29_colombia,Q29_costa_rica,Q29_cuba,Q29_ecuador,Q29_el_salvador,Q29_guatemala,Q29_honduras,Q29_mexico,Q29_nicaragua,Q29_others,Q29_panama,Q29_paraguay,Q29_peru,Q29_puerto_rico,Q29_uruguay,Q29_venezuela,Q30,Q31_bangladesh,Q31_bhutan,Q31_burma,Q31_cambodia,Q31_china,Q31_guam,Q31_hawaii,Q31_hmong,Q31_india,Q31_indonesia,Q31_japan,Q31_korea,Q31_laos,Q31_malaysia,Q31_nepal,Q31_others,Q31_pakistan,Q31_philippines,Q31_samoa,Q31_sri_lanka,Q31_taiwan,Q31_thailand,Q31_vietnam,Q32,Q33a,Q33b,Q33c,Q33d,Q34,Q35,Q36,Q37
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,5, , ,0, , ,1,8,7,92679,5126,38,2,1,1.14296662008748995e+00,71,65,40,30,1,2,1,3,3,2,3,3,3,3, 5405,1, ,2,2,1,4,1,5,5,66,1,8,1, , , , , , , ,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,2,2,2,2,2,2, ,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,2,2,2,2,2,2,2,1,3, , ,3,1,2,1,7
 , , , , , , , , , , , , , , ,2,3,2,1,4,1,1,2,2,3,1,1,3,2,3,1,3,6, , ,0, , ,1,8,7,92648,2284,36,2,3,1.08977835201346007e+00,72,75,47,30,1,3,1,2,3,1,1,1,1,1, 8762,1, ,1,2,4,1,4,3,3,75,1,4,1, , , , , , , ,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,2,2,2,2,2,2, ,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,2,2,2,2,2,2,2,1,3, , ,1,3,2,1,3
5,3,2,1,4,4,4,4,4,4,4,4,4,4,3, , , , , , , , , , , , , , , , ,2,6, , ,0, , ,1,9,8,92008,2902,38,1,2,4.04671928909053014e-01,77,78,49,37,1,2,2,2,2,2,1,1,2,1,14069,1, ,1,4,4,2,2,5,5,78,2,7,1, , , , , , , ,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,2,2,2,2,2,2, ,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,2,2,2,2,2,2,2,1,2, ,1, ,4,2,3,4
3,5,1,4,1,1,2,3,3,1,3,1,2,2,3, , , , , , , , , , , , , , , , ,2,4, , ,0, , ,1,3,3,95762,4054, 4,1,2,2.72463452792836014e-01, 5,64, 5, 9,1,1,1,1,1,1,1,1,2,1, 1601,1, ,1,1,4,1,4,5,5,65,2,8,1, , , , , , , ,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,2,2,2,2,2,2, ,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,2,2,2,2,2,2,2,1,1,2, , ,1,2,1,7
1,5,5,5,1,1,1,1,1,1,1,1,1,4,2, , , , , , , , , , , , , , , , ,5,2, ,1,0, , , ,5,4,91737,3833,25,1,2,3.11679770974483006e+00,41,34,28,36,1,2,2,2,2,2,2,2,2,2, 2293,1, ,2,2,4,2,2,5,5,34,2,6, , , ,1, , , , ,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,2,2,2,2,2,2, ,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,2,2,2,2,2,2,2,1,1,2, , ,5,2,2,4
3,3,4,1,3,1,3,1,3,3,3,3,2,2,2, , , , , , , , , , , , , , , , ,3,4, , ,0, , ,1,5,4,92307,3223,19,2,1,4.83938403723773058e-01,34,57,23,36,1,3,3,3,1,1,1,1,1,1,13931,1, ,1,4,4,4,2,5,5,57,1,7,1, , , , , , , ,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,2,2,2,2,2,2, ,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,2,2,2,2,2,2,2,1,2, ,2, ,1,1,1,7
5,2,1,1,1,3,2,3,3,1,2,3,2,1,3, , , , , , , , , , , , , , , , ,4,5, , ,0, , ,1,6,5,90631,8165,30,1,2,1.83997663494120012e+00,56,72,38,19,1,3,3,3,1,3,1,1,1,1, 5853,1, ,1,1,4,1,3,5,5,72,2,6,1, , , , , , , ,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,2,2,2,2,2,2, ,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,2,2,2,2,2,2,2,1,1,1, , ,5,2,3,2
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,3, , ,0, , , ,1,1,94619,2758, 7,1,3,9.96946665542810112e-02,18,43,12, 1,1,1,3,1,1,1,1,1,2,1, 9948,1,2,2,1,4,2,2,3,5,43,2,8, ,1, , , , , , , ,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,2,2,2,2,2,2,2,2,3, , ,1,3,1,2,6
5,3,1,4,1,1,3,3,3,1,1,3,2,1,3, , , , , , , , , , , , , , , , ,3,5, , ,0, , ,1,1,1,94115,4427,11,2,3,1.51241499287357994e+00,17,72,11,38,1,2,2,2,2,2,2,1,1,1, 2992,1, ,1,1,4,2,4,5,5,73,1,5,1, , , , , , , ,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,2,2,2,2,2,2, ,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,2,2,2,2,2,2,2,1,3, , ,1,1,2,2,5
5,2,2,5,1,3,1,2,4,1,1,3,1,3,1, , , , , , , , , , , , , , , , ,4,2,1, ,0, , , ,1,1,94403,4321,13,2,3,7.62620466765259075e-01,21,32,15,41,1,2,2,2,1,2,1,1,1,1, 3228,1, ,2,1,4,1,4,5,5,32,1,8, , ,1, , , , , ,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,2,2,2,2,2,2, ,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,1,2, , ,2,2,2,6
5,5,4,1,3,3,3,1,1,3,3,3,3,1,2, , , , , , , , , , , , , , , , ,2,6, , ,0, , ,1,9,8,92131,4239,40,1,1,5.08398124373618088e-01,75,85,51,37,1,1,1,1,1,1,1,3,3,3,12804,1, ,1,4,2,4,2,5,5,85,2,8,1, , , , , , , ,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,2,2,2,2,2,2, ,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,2,2,2,2,2,2,2,1,2, ,1, ,4,2,3,5
3,3,3,3,3,4,3,3,4,1,2,3,1,2,1, , , , , , , , , , , , , , , , ,4,1, , ,0, , ,1,6,5,90404,1344,24,1,3,2.91974619451516038e-01,51,29,36,19,1,3,1,2,2,1,1,1,1,1, 5156,1, ,1,2,4,2,4,2,3,29,2,7,1, , , , , , , ,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,2,2,2,2,2,2, ,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,2,2,2,2,2,2,2,1,1,2, , ,2,2,2,4
5,5,5,5,3,2,3,1,1,3,3,1,3,1,2, , , , , , , , , , , , , , , , ,1,1,1, ,0, , , ,9,8,92058,7723,38,2,1,1.29370474459565998e+00,74,25,49,37,1,2,2,2,2,2,2,2,2,2, 9144,1, ,2,4,1,4,3,5,5,26,1,8, , ,1, , , , , ,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,2,2,2,2,2,2, ,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2, ,1, ,1,2,3,4
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,1, , ,0, , ,1,3,3,95953,2841, 1,1,1,4.70536942371948985e+00, 3,28, 1,51,1,2,2,2,2,2,2,2,2,2, 1087,1, ,2,2,1,4,5,5,5,28,2,3,1, , , , , , , ,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,2,2,2,2,2,2, ,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,2,2,2,2,2,2,2,1,4, , ,2,5,2,2,1
5,5,5,3,1,3,1,3,4,1,1,3,1,2,1, , , , , , , , , , , , , , , , ,4,1, , ,0, , , ,6,5,90242,2434,30,2,3,4.77565537190263001e+00,64,18,42,19,1,2,2,2,2,2,2,2,2,2,12615,1,2,2,1,4,2,5,5,5,19,1,5, ,1, , , , , , , ,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,2,2,2,2,2,2,2,1,1,1, , ,5,1,2,1
 , , , , , , , , , , , , , , ,1,5,5,4,1,2,1,3,1,3,3,3,2,2,1,2,1,5, , ,0, , ,1,5,4,92532,2963,32,2,1,2.99461321501197031e-01,63,74,41,33,1,2,1,1,1,1,1,1,1,1, 7337,1, ,1,4,2,4,1,5,5,74,1,7,1, , , , , , , ,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,2,2,2,2,2,2, ,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,2,2,2,2,2,2,2,1,2, ,1, ,1,2,1,5
1,1,1,5,1,3,1,3,2,1,1,3,2,2,1, , , , , , , , , , , , , , , , ,5,1, , ,0, , ,1,1,1,95492,8330, 2,2,1,1.74739879699946005e-01, 2,29, 2,49,1,1,3,1,1,1,1,1,1,1,10862,1, ,1,1,4,1,4,5,4,29,1,7,1, , , , , , , ,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,2,2,2,2,2,2, ,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,2,2,2,2,2,2,2,1,1,1, , ,5,2,1,5
5,5,5,5, , , , , , , , , , ,3, , , , , , , , , , , , , , , , ,3,1, , ,0, , ,1,9,8,92078,7946,40,1,2,1.27098759342758022e-01,76,23,50,37,1,2,2,2,2,2,1,1,2,2,11892,1, ,2,4, , , , , ,23,2,7,1, , , , , , , ,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,2,2,2,2,2,2, ,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,2,2,2,2,2,2,2,1,4, , ,3,5,2,3,1
 , , , , , , , , , , , , , , ,1,4,3,3,4,2,3,3,1,3,3,3,3,3,1,1,3,4, , ,0, , ,1,6,5,90210,1839,24,1,2,2.37730772174586980e+00,51,52,36,19,1,2,1,2,3,1,1,2,1,2,12296,1, ,1,2,4,3,4,5,3,53,2,7,1, , , , , , , ,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,2,2,2,2,2,2, ,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,2,2,2,2,2,2,2,2,4, , ,3,1,2,1,6
5,5,1,3,1,3,2,2,4,2,3,3,2,3,1, , , , , , , , , , , , , , , , ,4,5, , ,0, , ,1,5,4,92260,3103,19,2,2,7.26311782002352024e-01,47,74,41,33,1,1,1,2,1,1,1,1,1,1,  366,1, ,2,1,4,1,4,5,5,75,1,7,1, , , , , , , ,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,2,2,2,2,2,2, ,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,2,2,2,2,2,2,2,1,1,1, , ,1,2,1,4
 , , , , , , , , , , , , , , ,2,5,5,5,5,4,3,4,2,4,4,2,2,4,1,4,2,1, , ,0, , , ,9,8,92065,5924,40,2,1,8.98898350639254051e-01,75,20,48,37,1,2,2,2,2,2,2,2,2,2,10447,1,2,1,4,1,4,2,5,5,20,1,5,1,1,1, , , , , , ,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,2,2,2,2,2,2,2,1,2, ,1, ,5,1,2,4
 , , , , , , , , , , , , , , ,2,1,2,3,4,1,3,1,3,4,1,1,3,4,3,1,5,1, , ,0, , , ,6,5,90723,5411,33,2,3,8.63887667642234014e-01,62,19,44,19,1,2,2,2,2,2,2,2,2,1, 5281,1,2,1,1,4,4,3,2,2,19,1,3, ,1, , , , , , , ,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,2,2,2,2,2,2,2,1,1,1, , ,5,1,2,4
2,5,2,4,1,3,2,2,4,1,1,1,2,4,1, , , , , , , , , , , , , , , , ,5,2, , ,0, , ,1,9,8,92111,5333,39,1,2,2.73042950999679013e-01,78,35,51,37,1,2,1,2,1,1,1,1,1,1, 4506,1, ,1,1,4,2,4,5,5,35,2,8,1, , , , , , , ,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,2,2,2,2,2,2, ,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,2,2,2,2,2,2,2,1,1,1, , ,5,2,2,4
2,1,1,5,1,1,1,3,3,1,1,3,2,3,1, , , , , , , , , , , , , , , , ,5,2, , ,0, , ,1,9,8,92027,1805,40,2,1,6.17084605513173012e-01,76,36,48,37,1,1,1,3,1,1,3,1,1,1,12848,1, ,1,1,4,2,4,3,3,36,1,7,1, , , , , , , ,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,2,2,2,2,2,2, ,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,2,2,2,2,2,2,2,1,1,1, , ,1,1,1,7
3,1,2,4,3,2,2,3,3,3,3,3,1,3,1, , , , , , , , , , , , , , , , ,5,3,1, ,0, , , ,1,1,94117,4236,11,1,3,6.49982382073297060e-01,19,49,11,38,1,1,1,1,1,1,1,1,1,1,13852,1, ,1,1,4,2,4,3,4,49,2,8, , ,1, , , , , ,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,2,2,2,2,2,2, ,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,1,1, , ,1,1,1, 
4,4,4,1,3,1,3,1,3,1,3,3,3,1,2, , , , , , , , , , , , , , , , ,2,4, , ,0, , , ,6,5,93551,6011,23,2,2,3.28487470996442044e-01,34,53,27,19,1,1,3,1,1,1,1,1,1,1,11404,1,1,1,4,2,4,3,4,4,53,1,3, ,1, , , , , , , ,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,2,2,2,2,2,2,2,2,2, ,1, ,2,2,1,5
3,4,2,2,2,3,1,2,2,1,2,3,2,2,3, , , , , , , , , , , , , , , , ,3,2, , ,0, , , ,5,4,92503,3039,31,1,3,1.17596301075486998e+00,58,34,39,33,1,2,3,2,1,2,1,2,2,2, 4052,1,1,1,2,1,4,4,4,2,37,2,7, ,1, , , , , , , ,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,2,2,2,2,2,2,2,1,2, ,1, ,1,1,1,5
3,1,1,4,1,3,3,1,3,1,3,3,1,2,1, , , , , , , , , , , , , , , , ,5,4, , ,0, , ,1,1,1,94403,4913,13,1,3,3.73691306083558050e-01,21,51,15,41,1,3,3,1,1,1,1,1,1,1,  861,1, ,1,1,4,1,4,4,4,51,2,8,1, , , , , , , ,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,2,2,2,2,2,2, ,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,2,2,2,2,2,2,2,1,1,1, , ,1,2,1,7
5,5,5,2,4,4,4,4,4,1,1,3,4,4,3, , , , , , , , , , , , , , , , ,4,4, , ,0, ,1, ,4,3,95304,5878, 5,1,2,9.96946665542810112e-02,13,53, 9,39,1,2,2,2,2,2,2,2,2,2, 6778,1, ,2,2,4,5,5,5,5,54,2,8, , , , , , ,1, ,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,2,2,2,2,2,2, ,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,2,2,2,2,2,2,2,2,3, , ,3,1,2,1,1
5,5,5,5,4,4,4,4,4,4,4,1,4,1,2, , , , , , , , , , , , , , , , ,2,1, , ,0, , , ,4,3,93311,2850,12,2,2,1.00500406540943013e-01,32,29,20,15,1,2,3,2,2,3,2,1,1,1, 2896,1,2,2,4,1,4,2,5,5,29,1,6, ,1, , , , , , , ,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,2,2,2,2,2,2,2,1,2, ,1, ,1,2,2,2
3,2,1,4,1,3,3,2,3,1,3,3,2,2,3, , , , , , , , , , , , , , , , ,3,4, , ,0, , ,1,9,8,92115,3227,39,2,3,4.82115952701985040e-01,78,52,51,37,1,1,1,1,1,1,1,1,1,1,12705,1, ,1,1,4,2,4,4,4,52,1,7,1, , , , , , , ,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,2,2,2,2,2,2, ,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,2,2,2,2,2,2,2,1,1,2, , ,1,2,1,6
2,1,1,4,1,1,1,3,3,1,2,1,1,2,1, , , , , , , , , , , , , , , , ,4,6, , ,0, , ,1,2,2,93109,1139,21,1,2,5.29676933070828082e-01,37,78,24,42,1,1,1,1,1,1,1,1,1,1,10809,1, ,1,1,4,2,3,4,3,78,2,8,1, , , , , , , ,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,2,2,2,2,2,2, ,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,2,2,2,2,2,2,2,1,1,1, , ,4,2,1,6
5,1,2,5,1,1,1,4,4,1,1,4,4,4,1, , , , , , , , , , , , , , , , ,4,3, , ,0, , ,1,8,7,92647, 956,36,1,3,9.80450518247462099e-01,72,40,47,30,1,1,1,1,1,1,1,1,1,1, 1165,1, ,1,1,4,1,4,5,5,40,2,7,1, , , , , , , ,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,2,2,2,2,2,2, ,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,2,2,2,2,2,2,2,1,1,2, , ,2,2,2,7
5,4,4,2,3,3,3,2,1,2,3,3,3,1,2, , , , , , , , , , , , , , , , ,3,4, , ,0, , , ,8,7,92708,3426,36,2,3,2.96635387014276997e-01,70,63,45,30,1,2,3,3,1,2,1,2,1,1,11738,1,2,1,4,2,4,1,5,5,63,1,7, ,1, , , , , , , ,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,2,2,2,2,2,2,2,1,3, , ,2,3,1,2,5
2,2,2,2,2,2,1,1,2,1,1,2,1,2,1, , , , , , , , , , , , , , , , ,5,4, , ,0, , ,1,1,1,94560,2337,10,1,3,9.44455536951822050e-01,24,64,17, 1,1,2,1,2,1,1,1,1,1,1,14536,1, ,1,1,3,3,2,2,3,64,2,3,1, , , , , , , ,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,2,2,2,2,2,2, ,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,2,2,2,2,2,2,2,1,1,1, , ,2,2,2,2
4,3,4,2,3,2,3,1,3,3,3,1,2,1,2, , , , , , , , , , , , , , , , ,1,2, , ,0, , ,1,3,3,95677,1911, 6,2,2,7.63618838045514114e-01, 5,36, 3,31,1,2,2,2,2,2,1,1,2,1,11966,1, ,1,4,1,4,2,5,5,36,1,7,1, , , , , , , ,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,2,2,2,2,2,2, ,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,2,2,2,2,2,2,2,1,2, ,1, ,1,2,1,7
 , , , , , , , , , , , , , , ,1,2,1,2,4,1,3,1,3,3,2,3,3,2,4,1,4,5, , ,0, , ,1,9,8,92103,3686,39,2,3,2.81138493432094017e-01,78,66,50,37,1,1,1,1,1,1,1,1,1,1,10243,1, ,1,1,4,1,4,3,5,67,1,8,1, , , , , , , ,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,2,2,2,2,2,2, ,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,2,2,2,2,2,2,2,1,1,1, , ,1,1,1,7
4,4,4,1,3,2,3,2,2,3,2,1,3,1,2, , , , , , , , , , , , , , , , ,1,6, , ,0, , ,1,8,7,90740,5730,36,2,3,1.49309159516095002e+00,72,81,47,30,1,2,3,3,3,1,3,1,1,1,14878,1, ,1,4,1,4,3,4,5,81,1,5,1, , , , , , , ,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,2,2,2,2,2,2, ,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,2,2,2,2,2,2,2,1,2, ,1, ,1,2,1,5
5,1,3,5,1,3,2,3,4,1,1,3,2,3,1, , , , , , , , , , , , , , , , ,5,2,1, ,0, , , ,5,4,92501,2727,31,1,3,5.95961808379476099e-01,58,39,39,33,1,1,1,2,1,1,1,1,2,1, 6409,1, ,1,1,4,2,4,5,5,39,2,8, , ,1, , , , , ,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,2,2,2,2,2,2, ,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,1,1, , ,1,1,1,5
2,5,5,5,1,1,1,1,2,1,1,1,2,1,3, , , , , , , , , , , , , , , , ,4,1, , ,0, , , ,1,1,95111,1301,15,1,3,2.19037032576091029e-01,25,26,16,43,1,1,1,3,2,1,1,1,1,1,10088,1,1,1,1,4,2,5,5,1,26,2,7, ,1, , , , , , , ,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,2,2,2,2,2,2,2,1,1,2, , ,5,2,3,1
5,2,5,5,1,3,1,3,3,1,2,3,2,3,3, , , , , , , , , , , , , , , , ,5,2,1, ,0, , , ,1,1,94122,4721,11,2,3,7.16829424235040036e-01,19,35,11,38,1,3,3,2,1,1,1,1,2,1, 6108,1, ,2,1,4,2,5,5,5,35,1,8, , ,1, , , , , ,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,2,2,2,2,2,2, ,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,1, , ,5,1,1,6
2,1,1,4,1,3,1,3,3,1,2,3,1,3,3, , , , , , , , , , , , , , , , ,4,3, , ,0, , ,1,1,1,94611,2354, 7,2,2,1.46374080524525008e+00,14,44,12, 1,1,1,1,2,1,2,1,1,2,2,13121,1, ,2,2,4,2,4,3,3,44,1,8,1, , , , , , , ,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,2,2,2,2,2,2, ,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,2,2,2,2,2,2,2,1,1,2, , ,1,2,1,7
 , , , , , , , , , , , , , , ,1,2,2,1,4,1,3,2,3,3,1,1,4,1,1,1,4,4, , ,0, ,1, ,9,8,91911,3438,18,1,3,4.71441881528867013e-01,80,64,52,37,1,1,1,1,1,2,1,1,3,1, 6653,1, ,1,1,4,1,5,5,5,64,2,6, , ,1,1, , , , ,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,2,2,2,2,2,2, ,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1, , ,1,2,1,4
2,1,1,4,1,3,1,2,2,1,2,3,2,3,1, , , , , , , , , , , , , , , , ,5,4, , ,0, , ,1,2,2,93428,2004,17,1,1,4.63610952770512064e-01,30,56,19,40,1,1,1,1,1,1,3,1,1,1,12518,1, ,1,1,4,2,4,4,4,56,2,7,1, , , , , , , ,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,2,2,2,2,2,2, ,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,2,2,2,2,2,2,2,1,1,1, , ,1,2,1,7
 , , , , , , , , , , , , , , ,1,2,1,3,4,1,3,1,4,2,1,4,3,1,4,1,5,5, , ,1, , ,1,6,5,90043,2627,28,1,3,9.53126271063471031e-01,55,66,37,19,1,1,1,1,1,1,1,1,1,1,  425,1, ,1,1,4,1,4,5,5,66,2,5,1, , , , , , , ,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,2,2,2,2,2,2, ,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,2,2,2,2,2,2,2,1,1,1, , ,1,2,1,5
5,5,5,5,1,3,4,3,4,1,2,3,2,3,1, , , , , , , , , , , , , , , , ,4,2, , ,0, , ,1,1,1,94110,3554,11,1,3,6.44398498338583092e-01,17,38,11,38,1,1,1,2,1,1,1,2,2,1, 3816,1, ,2,2,4,2,2,1,2,38,2,8,1, , , , , , , ,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,2,2,2,2,2,2, ,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,2,2,2,2,2,2,2,1,1,2, , ,2,2,2,4
 , , , , , , , , , , , , , , ,1,5,2,2,5,3,1,1, ,2,1,3,3,1,3,2,3,4, , ,0, , ,1,9,8,92056,5456,38,1,2,2.93159725584277997e-01,74,57,49,37,1,1,1,1,1,1,1,1,1,1,12455,1, ,1,2,4,2,4,5,2,57,2,8,1, , , , , , , ,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,2,2,2,2,2,2, ,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,2,2,2,2,2,2,2,1,4, , ,3,1,1,1,4
2,5,1,1,1,2,2,3,2,2,1,3,1,1,2, , , , , , , , , , , , , , , , ,2,6, , ,0, , ,1,4,3,93725,9732,14,2,1,1.29968870442122997e+00,31,75,21,10,1,2,3,2,2,2,1,1,2,1,14197,1, ,2,4,4,4,1,5,5,75,1,7,1, , , , , , , ,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,2,2,2,2,2,2, ,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,2,2,2,2,2,2,2,1,3, , ,2,1,2,1,5
5,4,4,1,3,3,3,1,2,3,3,2,2,1,2, , , , , , , , , , , , , , , , ,1,5, , ,0, , , ,8,7,92626,6915,37,1,3,1.39507788371109998e+00,73,68,47,30,1,2,2,1,1,1,1,1,1,3,13697,1,1,1,4,1,4,2,5,5,68,2,3,1, , , , , , , ,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,2,2,2,2,2,2,2,1,2, ,1, ,4,2,1,4
1,1,2,3,2,3,2,1,3,1,3,3,2,2,1, , , , , , , , , , , , , , , , ,5,2, , ,0, , ,1,1,1,94566,6582, 5,1,2,3.67662898380708036e-01,16,36,14, 1,1,2,2,2,2,2,1,1,1,3,14801,1, ,1,1,4,2,4,4,4,36,2,8,1, , , , , , , ,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,2,2,2,2,2,2, ,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,2,2,2,2,2,2,2,1,1,1, , ,1,2,2,7
